text,likes,comments,shares,Category
Harvard University turned over another trove of documents about campus antisemitism to Congress on Monday evening in response to an unprecedented subpoena from the House Education and Workforce Committee.,193,241,24,C
"CNN follows Shane Pennington, a ranch manager who had to evacuate as the Smokehouse Creek Fire tore through the Texas panhandle, as he searches for lost cattle and tries to help the ones he can. https://cnn.it/3Tm0YbM",420,124,89,B
"Former President Donald Trump will win North Dakota’s Republican presidential caucuses, CNN projects, claiming one final boost before the campaign expands to 15 states on Super Tuesday.",639,930,48,D
"Jeff Bezos has reclaimed the title of the richest person on earth, surpassing Elon Musk, according to the Bloomberg Billionaires Index on Monday.",2265,1703,261,D
It's the latest in a string of similar requests from artists who have decided they don’t want to be associated with the former US president.,1436,568,57,D
"Star dunes are common, but scientists have long wondered about their formation and puzzling absence in the geological record.",215,160,34,E
"A former school bus driver faces federal and state arson charges for allegedly lighting his bus on fire in two separate incidents, including at least once with students onboard.",262,146,34,D
Supreme Court temporarily freezes enforcement of Texas' controversial immigration law after the Biden administration filed an emergency request.,506,892,39,D
"She’s won just a single contest so far, but former South Carolina Gov. Nikki Haley still thinks she has a role to play in the Republican primary.",304,367,11,D
The Netflix reality show “Love on the Spectrum” follows a group of adults with autism as they navigate the dating world.,204,93,22,A
"A group of former Twitter executives sued Elon Musk in a bid to recover more than $128 million in severance that they allege Musk has not paid since he acquired the company, now called X, more than a year ago.",1859,1095,72,D
"A woman whose home was destroyed in the record-breaking and deadly Smokehouse Creek Fire is suing a power company, alleging a fallen utility pole started the fire.",168,131,22,C
"Senate GOP Whip John Thune announced that he is running for Republican leader, setting up a contested battle in the first major shakeup at the top of the Senate GOP hierarchy in nearly two decades.",254,260,24,D
"Philadelphia Eagles center Jason Kelce is retiring from the NFL, the 36-year-old announced at an emotional news conference. https://cnn.it/49XIsvJ",3945,603,232,B
"The FAA has found multiple problems with Boeing’s production practices, follow a six-week audit triggered by the January 5 door plug blowout on an Alaska Airlines Boeing 737 Max 9.",152,94,21,E
"With success, often comes sequels — and in the case of “Dune,” director Denis Villeneuve has made it no secret that he hopes to complete his storytelling with a trilogy.",376,163,26,A
The ruling by Alabama’s state Supreme Court on IVF has set off alarm bells across the country.,119,292,11,C
"A United Nations team found ""clear and convincing information"" that some hostages in Gaza were subjected to sexual violence, a top official says.",354,1334,48,D
The Church of England has welcomed a report that calls for it to spearhead the establishment of a $1.3 billion fund to address its historical ties to slavery.,282,236,23,D
Kristin Cavallari is 37 and dating a 24-year-old. Not that it should matter.,638,585,42,A
"The Supreme Court ruled that the former president could not be removed from the ballot in Colorado or any other state – a sweeping and historic ruling that brushed aside a lawsuit claiming that he disqualified himself from office because of his actions on January 6, 2021.",887,2140,63,D
San Francisco Giants manager Bob Melvin has implemented a new policy for the team's dugout requiring every member to stand for the US national anthem.,1845,2340,91,D
Jason Kelce announces his retirement from the NFL. The star center spent his entire career with the Philadelphia Eagles and won a Super Bowl in 2018.,2331,383,94,B
"Communities in Port-au-Prince, Haiti, have constructed barricades made from trucks and heavy machinery in an effort to defend themselves from gangs. CNN's David Culver reports. https://cnn.it/3V8Vse5",253,175,49,D
"France has became the world's first country to enshrine abortion rights in its constitution, the culmination of an effort that began in direct response to the US Supreme Court's decision to overturn Roe v. Wade.

Lawmakers from both houses of the French Parliament voted 780 to 72 in favor of the measure, easily clearing the three-fifths majority needed to amend the French constitution. https://cnn.it/3P8zMe1",8630,2354,1182,C
"The United Nations agency for Palestinian refugees accused Israel of detaining and torturing some of its staffers, coercing them into making false confessions about the agency's ties to Hamas.",301,551,40,D
Air National Guardsman Jack Teixeira pleads guilty to posting sensitive US defense information on social media.,216,248,28,D
Turns out Taylor Swift was spot on naming her forthcoming album “The Tortured Poets Department.”,2143,997,206,A
Bono paid tribute to women at U2’s final show at Las Vegas‘ Sphere venue this weekend.,888,343,60,A
"CNN follows Shane Pennington, a ranch manager who had to evacuate as the Smokehouse Creek Fire tore through the Texas panhandle, as he searches for lost cattle and tries to help the ones he can. https://cnn.it/3wLPXaM",937,311,142,B
"Malaysia may renew the search for the missing Malaysia Airlines Flight MH370, the country’s transport minister said, as the 10th anniversary of its disappearance nears.",131,90,17,D
"More than 61,000 pounds of Trader Joe’s steamed chicken soup dumplings are being recalled due to possible contamination with hard plastic from a permanent marker.",120,127,40,E
"Four decades after being diagnosed with a serious heart condition and given just six months to live, Bert Janssen has set a Guinness World Record as the longest-surviving transplant patient",613,172,62,E
"Here’s one simple thing you can do to ease you and your children into getting up an hour earlier when Daylight Saving Time rolls around on Sunday, March 10",180,200,31,F
"Baltimore has no legal gun stores, but when guns are used in crimes there, it's prevented from finding out where they came from",235,315,42,D
Some voters in North Carolina and Alabama are selecting US House candidates Tuesday in contests dramatically reshaped by congressional redistricting in recent months.,128,215,18,D
"Police are searching for three suspects who they say pulled up to a King City, California house party and opened fire, killing at least four people and injuring three others.",221,520,50,D
"Supreme Court keeps Trump on the Colorado ballot, rejecting a 14th Amendment challenge in a ruling with nationwide implications for his campaign",2214,3890,241,D
The seemingly never-ending legal war over Obamacare returns to a familiar battlefront: the 5th US Circuit Court of Appeals.,171,294,29,C
"Experts say that while AI tools might be new, watching, reading and tracking employee conversations is far from novel.",204,108,32,E
"The first down-ballot primaries of the year on Super Tuesday are likely to be even more consequential than the day’s presidential contests, which are unlikely to change the trajectory of the Democratic and Republican races.",96,174,18,D
"Tormented by rampant gangs, rising hunger and a broken political system, some Haitians say they’re ready for an uprising",216,323,35,D
"When Shane Pennington, a 56-year-old cattle farmer near Canadian, Texas, first saw flames from an enormous wildfire approaching the ranch he manages, his first concern wasn’t his home. It was his animals.",209,251,44,D
"Here are 5️⃣ things you need to know today:

1️⃣ Presidential primaries

2️⃣ Children succumb to starvation in Gaza

3️⃣ Immigration law

4️⃣ Supreme Court opinions

5️⃣ South Korea and US begin joint military drills",125,350,18,D
JetBlue Airways announces it is pulling out of its deal to purchase Spirit Airlines,1327,282,175,E
"Damage to undersea cables in the Red Sea is disrupting global telecommunications networks and forcing internet providers to reroute as much as a quarter of traffic between Asia, Europe and the Middle East.",157,131,33,E
"As former President Donald Trump gears up for a costly general election campaign with President Joe Biden and faces staggering legal expenses of his own, his campaign is actively working to keep costs in check.",429,772,18,D
"Opill, the first oral contraceptive approved for over-the-counter use in the United States, will be available in stores and online this month, with a manufacturer’s suggested retail price of $19.99 for a one-month supply",1553,509,186,E
Bruce Willis’ wife has hit out at an online report that “there is no more joy” in her husband’s life,1512,265,56,A
South Korea and the United States began their annual Freedom Shield joint military drills to bolster readiness against North Korea.,194,118,16,D
New Year’s Eve 2020 was peculiar for many of us.,158,106,6,F
The ex-Trump Organization finance chief is expected to plead guilty to perjury charges over testimony in the former president's NY civil fraud trial,870,465,66,D
Apple fined $2 billion in EU for preventing rival music streaming services from telling iPhone users about cheaper subscription options,126,42,13,E
Firefighters racing to wrangle the largest blaze in Texas history could get their best chance in days to contain the flames as a cold front sweeps into the region,114,159,7,B
"Mark Zuckerberg, Bill Gates and Ivanka Trump were among the high-profile international figures who jetted to India for billionaire heir Anant Ambani’s extravagant pre-wedding party.",1553,843,117,A
"A growing number of children in Gaza are dying from dehydration and malnutrition, the Palestinian health ministry said Sunday, amid desperate conditions due to Israel’s throttling of aid and destruction of the besieged enclave — reinforcing the urgency of this week’s ceasefire talks.",372,766,58,D
"""A race between the current president and the ex-president is one that polls show many Americans dread,"" writes Stephen Collinson | Analysis",226,906,34,D
"Israel did not attend talks in Cairo on Sunday, an official told CNN, after saying Hamas has not responded to Israeli terms for negotiating a ceasefire. A Hamas source says the group wants a permanent end to fighting before agreeing to release hostages.

Follow live updates.",212,619,21,D
It rains an average of 171 days per year in Singapore. But one hotel in the Lion City is taking a gamble to ensure that rain doesn’t spoil its guests’ holidays.,339,75,57,E
A series of swift Russian advances have challenged Ukraine’s new line of defense set up after their withdrawal from the key town of Avdiivka and are raising fears about Kyiv’s tactics and momentum on the front lines.,322,274,67,D
Hundreds of people have been flocking to the grave of late Russian opposition figure Alexey Navalny to lay flowers and pay their respects.,415,165,49,D
"Some cancer treatments can damage reproductive cells and organs. Doctors say fertility preservation – through freezing eggs, sperm or embryos – should be discussed with all young people with cancer, who then may have to rely on IVF to have children.",159,114,40,E
"A record-breaking 398 people fell victim to homicides in Memphis last year – a noticeable jump from the 190 reported five years ago. 

In an effort to curb criminality, Mayor Paul Young recently met with some of the city’s highest-ranking gang leaders in Memphis and crafted a ceasefire between the groups for seven days.",223,345,56,D
"Here's how the psychedelic in mushrooms may rewire the brain to ease depression, anxiety and more.",399,410,103,E
"Philadelphia’s head of LGBT affairs and her husband were arrested by a state trooper Saturday, in what the mayor is calling a “very concerning,” interaction, according to a video circulating on social media, which was confirmed by police.",245,342,37,D
"In an elegant and historic quarter of Kyoto, geishas’ commutes between work and home are a tourist attraction, with throngs of visitors trying to snap photos of them as they make their way through the picturesque streets. The Japanese city is ready to take action.",95,59,17,A
"Vice President Kamala Harris on Sunday forcefully called for more humanitarian aid into Gaza, saying that people in the region are “starving” in the face of “inhumane” conditions and urging Israel to do more in one of the strongest pushes by a US official to date.",549,814,52,D
"Kale's leafy cousin, steeped in tradition for generations of Americans, is a perfect superfood.",125,80,25,E
"Sean Martell was magnet fishing on what he thought was a normal Friday – until he pulled up a military projectile from the Charles River in Needham, Massachusetts.",674,263,46,E
"The head coach said it was an ""absolute joke that we had to play"" in what he called ""impossible conditions.""",1386,672,109,B
Parents. Gun manufacturers. Social media companies. Attorneys are testing the limits of who's accountable for a mass shooting.,399,495,54,D
"Nikki Haley will win the Republican presidential primary in Washington, DC, CNN projects. It's her first victory of the GOP primary over front-runner Donald Trump.",1688,940,106,D
"Authorities in Maine seized more than 4,760 marijuana plants and arrested three New York residents in Somerset County – their third search in two weeks involving suspected illegal marijuana cultivation sites.",205,240,25,D
Sydney Sweeney is shutting down rumors that she and her “Anyone But You” co-star Glen Powell are romantically involved.,333,250,40,A
"A mass shooting at a club in West Point, Mississippi, Sunday left one woman dead and as many as 12 other people injured, Mississippi law enforcement officials said.",431,699,93,D
The family of an Illinois man shot and killed by police in his bedroom last month are calling for the officers involved to be identified and charged after authorities released portions of several body camera videos capturing the shooting.,274,318,38,D
"Chris Mortensen, an award-winning journalist and longtime NFL insider for ESPN, has died, the network announced. He was 72.",789,178,94,A
It’s been 10 years since Ellen Degeneres broke X (then still Twitter) by posting an instantly iconic selfie packed with A-List actors during the 2014 Oscars telecast.,1297,513,61,A
Video showing a man trying to explain golf to a female golf pro is going viral.,16295,4713,1000,A
"“Dune: Part Two,” the long-awaited sequel to one of the most popular science fiction adaptations in recent years, secured the No. 1 spot in its opening weekend with a strong $81.5 million in domestic sales, according to studio estimates.",720,328,73,A
"In the Republican corner: a right-wing firebrand with a loyal following to match the loathing of partisan rivals. For the Democrats: a moderate with a diverse coalition of support, promising to safeguard democracy and what remains of state abortion protections.

Here's what to know about North Carolina's gubernatorial race.",241,422,32,D
"The Supreme Court may hand down at least one opinion on Monday, according to a new post on the court’s website.",218,530,39,C
"US and Jordanian air forces began air-dropping humanitarian aid into Gaza this weekend. The first wave of planes dropped 38,000 meals, according to US Central Command.

President Joe Biden has said the US would pull out ""every stop"" to get more aid into the coastal territory while pushing Israel to allow more trucks and routes for aid into Gaza. https://cnn.it/3wEaSww",1112,953,240,D
The executive order in New York's Nassau County banned transgender athletes from competing on girls’ or women’s sports leagues and teams at county facilities.,286,323,24,C
"Billy Joel's first new pop song in years is accompanied by a music video that uses AI to show him playing the brand new song over the many decades of his career.

The legendary Piano Man and his collaborator, producer and director Freddy Wexler, spoke with CNN's Fareed Zakaria.",374,188,82,A
"Iowa Hawkeyes superstar guard Caitlin Clark just became the NCAA Division I all-time leading scorer in basketball – male or female – passing Hall of Famer ""Pistol"" Pete Maravich.

She reached the milestone against the Ohio State Buckeyes Sunday. Clark had entered the game needing 18 points to pass Maravich for the all-time mark of 3,667 points, and she set the record with a pair of free throws in the final second of the first half. https://cnn.it/3UXhQqA",9456,1841,615,B
Customers will see new menu items beginning in April.,367,364,55,F
"You sleep for seven to eight hours almost every night, only to feel unrested through the morning or even most of the day.

Sound familiar? Learn why this can happen – and how to fix it.",218,197,60,E
"Sen. Dick Durbin of Illinois, the No. 2 Democrat in the Senate, said that the killing of innocent people in Gaza “has to stop” and that the United States needs to focus on securing a ceasefire and, eventually, an end to the conflict.",486,929,38,D
"The Smokehouse Creek fire in Texas adds to an ever-lengthening list of rapidly spreading, destructive wildfires in the US and elsewhere. As humans continue to heat up the world with fossil fuel pollution, scientists warn these kinds of fires will only become more common.",380,524,60,E
"In a state where registered Democrats outnumber Republicans 2-to-1, Tuesday’s result could either set up a grueling Democrat-on-Democrat battle in the fall – or put one of the three Democratic members of the House on a fast track to the Senate.",199,370,33,D
"GOP presidential candidate Nikki Haley suggested she’s no longer bound by a Republican National Committee pledge to support the eventual nominee, saying that she’ll “make the decision I want to make” when asked whether she would endorse Donald Trump if he secures the nomination.",610,751,31,D
University of Texas wide receiver Xavier Worthy has broken the NFL record for the fastest 40-yard dash at the 2024 NFL Combine.,613,243,45,B
"Speaker Mike Johnson swiftly derailed the Senate’s bipartisan aid package for Ukraine, but he’s left the door open to a new proposal emerging in the House.

Behind the scenes, Johnson has met privately with House Republicans who have been trying to build support for a new bipartisan foreign aid package that includes restrictions on the US border with Mexico.",349,728,51,D
Some of America's most common medications trace back to a company that's funded conservative causes for years.,176,223,51,E
"The small boat was carrying 16 migrants, including the 7-year-old girl’s parents.",325,251,32,F
"Sky-gazers across North America are in for a treat on April 8 when a total solar eclipse will pass over Mexico, the United States and Canada.",749,384,280,E
The universality of Bob Marley's spiritual message is why it endures | Analysis by John Blake,1110,466,240,A
"Here are 5️⃣ things you need to know today:

1️⃣ Hamas delegation in Cairo

2️⃣ Texas Panhandle wildfires

3️⃣ Blizzard conditions in Northern California

4️⃣ GM recalls 820,000 pickup trucks

5️⃣ New Covid-19 guidelines from CDC",208,543,58,D
"Groups representing defendants in the lawsuits that culminated in the Alabama Supreme Court ruling that frozen embryos are children have filed an application asking the court to rehear the case, according to court records.",260,454,39,C
"Four years after Musk’s 2019 prediction, the average used Tesla Model 3 is selling for $29,000. And regulatory approval for FSD has not arrived, either.",492,548,59,E
Most of these spots are in and around downtown. Here are some worth exploring:,250,143,40,F
"The biggest inferno in Texas history is being fueled by winds and high temperatures as it rages -- threatening to incinerate more buildings, cattle and livelihoods across the Texas Panhandle.",232,246,45,D
Lionel Messi and Luis Suárez both scored twice as Inter Miami cruised past Orlando City in the Florida derby,667,178,62,B
"CNN follows two women on a mission to revive traditional African women's tattoo practices erased by centuries of colonialism.
https://cnn.it/3UWWlWU",277,106,62,A
A Texas man has been arrested and charged in connection with the disappearance of a Houston-area minor under age 13 who was missing for eight days before being found safe,204,216,25,C
Pakistani legislators elected Shehbaz Sharif as the country’s prime minister nearly a month after a general election marred by delays and widespread allegations of vote-rigging,182,105,23,D
"Hundreds of prisoners have escaped from Haiti’s National Penitentiary in the capital, Port-au-Prince, after fighting broke out, according to a law enforcement source.",286,287,101,D
"The US says it has made its first humanitarian airdrop into Gaza, in a combined operation with Jordan. Aid groups have criticized the US effort as ineffective while its ally Israel continues to obstruct the bulk of aid deliveries.

Follow live updates.",302,973,63,D
"See the small hole a furry neighbor just ""bear-ly"" squeezed through in order to hibernate underneath a North Carolina resident's home.",503,118,90,F
"A child and at least one other person were injured in a shooting outside of a Missouri high school, North Kansas City Police said, less than a month after a mass shooting at a Super Bowl celebration shook the area",218,291,58,D
"Eating ultraprocessed foods raises the risk of developing or dying from dozens of adverse health conditions, according to a review of 45 meta-analyses on almost 10 million people.",146,166,39,E
"After 35 years, the cast of “A Different World” has reunited on a tour of historically Black colleges and universities to promote enrollment and raise scholarship funds.

“Not a day goes by, for all of us who were involved with the show, where someone doesn’t come up to us and say, ‘I went to an HBCU because I watched ‘A Different World,’” cast member Darryl Bell said.",1647,341,163,A
Experts say the disorder often goes unnoticed or underestimated.,140,82,59,E
A mystery involving a mushroom and a frog suggests that fungi’s role in the world around us is anything but black-and-white.,534,272,108,E
"Luggage fees feel like they’ve been around forever, but they are a relatively new phenomenon.",241,342,32,F
These sci-fi sequels are classics in their own right.,333,191,34,A
"LeBron James has become the first player in NBA history to score 40,000 career points.",2367,568,154,B
"Iceland has evacuated its world-famous Blue Lagoon due to nearby seismic activity that suggests an “imminent” volcanic eruption, the country’s public broadcaster reports.",550,206,101,E
Sen. Joe Manchin was confronted by climate protesters during an event at Harvard. CNN's Van Jones weighs in.,243,215,37,D
Trump’s lawyers called Carroll’s opposition to his request for a delay in posting bond “inconsistent.”,816,1023,50,D
"“It’s surreal,” the No. 71 Spire Motorsports Chevrolet driver said in his post-race interview. “Glad to get the win for team Chevy, can’t thank my family enough. So many people helped me to get to this point. I can’t believe it.”",987,689,74,B
"Donald Trump wins the Republican presidential caucuses in Missouri and Idaho, CNN projects, defeating Nikki Haley. He also formally won all 39 delegates at stake at the Michigan GOP's convention.",490,864,44,D
"The conservative mothers of Covenant school shooting victims in Nashville, Tennessee, talk about pushing for gun reform and their frustrations with state lawmakers.

""What Happened to Tennessee? The Battle of Blue and Red"" premieres on ""The Whole Story with Anderson Cooper"" on Sunday, March 3, at 8 p.m. ET/PT on CNN.",210,434,33,D
"“There’s a part of me that’s still the 14-year-old girl in her room dreaming of making music.""

Kylie Minogue was honored Saturday at the Brit Awards in London with the global icon award, recognizing her nearly 40-year career in music. https://cnn.it/3TlJXi6",2138,319,82,A
"The Brit Awards – the top music prize in the UK – unfolded in London Saturday, and the night belonged to English singer-songwriter RAYE. She had led contenders with the most nominations ever, and she nabbed five Brits, including best new artist, artist of the year, song of the year and album of the year. https://cnn.it/3P9xhYX",452,137,37,A
"General Motors is recalling nearly 820,000 pickup trucks over a potential safety issue involving tailgates",130,61,50,E
"Brandon Meier is a rancher and volunteer fire chief in Darrouzett, Texas. After battling the biggest fire in his state's history, Meier says the fight is far from over.

The Smokehouse Creek Fire has now torched more than 1 million acres in Texas alone, making it the largest fire on record in the state. https://cnn.it/3T37piw",298,168,42,D
Portland's spiraling fentanyl problem led to a state of emergency. Now leaders must figure out how to get the situation under control.,264,449,36,D
"A dangerous winter storm is slamming Northern California with rare blizzard conditions and fierce winds as it threatens to unload up to 10 feet of snow in the mountains and snarl travel.

About a half million people are under blizzard warnings in the Mountain West, with another 6 million under winter weather alerts across the region.

The weather service on Friday warned of ""high to extreme"" avalanche danger through Sunday afternoon in the Central Sierra and Greater Lake Tahoe area. The most extreme conditions are unfolding at the highest elevations, where snowfall rates could top three to five inches an hour through Saturday, threatening road closures and increasing the risk of avalanches.",2121,369,409,F
"Hidden behind the boomy-economic indicators, a frustrating reality persists: Life is far too expensive for far too many",303,595,68,D
First lady Dr. Jill Biden isn’t holding back as her role in her husband’s reelection campaign comes into sharper focus.,1785,1924,77,D
"Through oversized black-rimmed glasses, Iris Apfel for over a century surveyed the world with the confidence of a woman who rejected convention and set her own style for all.

Apfel died on Friday at the age of 102, according to a post on her verified Instagram page.",1088,147,98,A
"""The Tennessee Capitol has always been a colorful place, with interesting characters and drama,"" writes Van Jones for CNN Opinion. ""But in my time, it was still an orderly body with a general sense of bipartisan fairness. The actions taken against what came to be known as the 'Tennessee Three' seemed to be the opposite of any of that. So I went home to see with my own eyes if things were indeed as bad as they seemed. 

""And honestly, they’re worse than I imagined."" | Opinion",341,306,41,D
"A mother vanished without a trace more than two decades ago. This week, a coroner ruled that a convicted conman knows more than he's letting on.",151,65,14,D
Laken Riley’s brutal killing has sparked a number of online threats against migrants and Latino students at the University of Georgia.,310,994,28,D
"""I want to get off the plane."" Passengers explain why they are refusing to fly on Boeing's 737 Max",162,105,25,F
"Kristia Rumbley had all four of her kids with the help of IVF. She'd always intended to donate her remaining three embryos in storage to science.

But after her home state of Alabama ruled that those embryos were people, she began desperately trying to find a way to get them out of state. She shared her video diary with CNN. https://cnn.it/42YLNsk",201,226,27,C
"A freight train derailed in eastern Pennsylvania, causing multiple container cars to leave the tracks and two locomotives to roll over onto a river embankment.",251,270,42,F
"Following the death of tenth grader Nex Benedict, the US Department of Education said Friday it is opening an investigation into whether an Oklahoma school district “failed to appropriately respond to alleged harassment,” according to a letter from the department",328,586,45,C
"During the conversation, posted online by the head of Russia’s state-backed RT channel, Margarita Simonyan, air force officers discuss the possible delivery of Taurus weapon systems to Ukraine as well as the potential targeting of the Kerch Bridge, which connects the annexed Crimean peninsula to mainland Russia",318,442,41,D
"Of all the states voting Tuesday, North Carolina stands out as the one most likely to remain a hotbed for political activity long after polls close next week",202,652,40,D
"A collision involving a semi-truck and three other vehicles led to dramatic scenes of the truck dangling off the side of Clark Memorial Bridge in Louisville, Kentucky.",1111,189,164,B
"In travel news this week: Circling the calendar for peak cherry blossoms, a very rare peek at post-pandemic North Korea and the insightful confessions of a Vegas habitué",379,127,39,A
"So far, the Smokehouse Creek Fire has spread across more than 1 million acres and has become the biggest Texas wildfire on record",210,291,36,B
"The US has begun air-dropping humanitarian aid into Gaza, officials say",916,1633,103,D
"Protesters in white vests reading “turn your back on animal skins” and “animals aren’t fabric” walked along models on the runway on Friday, holding signs reading “Viva vegan leather,” before being escorted away by security",281,201,15,D
About 30% of the world’s countries mandate left-side driving and another 70% or so stay to the right. How it got that way is a winding tale.,655,505,156,E
"A three-year-old old boy was among the four people killed in an overnight Russian drone attack on the Ukrainian city of Odesa, officials said, the latest civilian victims of a relentless Russian bombing campaign",310,368,36,D
"For 108 days, Palestinian photographer Motaz Azaiza risked his life in Gaza to tell the story of the war to millions of followers on Instagram, as friends and family members were killed around him. But he has now left his native Gaza, feeling dismayed.

Read more: https://cnn.it/3SWz5FX",859,910,234,D
"Children make up half of Gaza's population. As the death toll in Israeli attacks surpasses 30,000, they're facing unimaginable violence and loss",602,1099,83,D
A dangerous winter storm is slamming Northern California with rare blizzard conditions and fierce winds as it threatens to unload up to 10 feet of snow in the mountains and snarl travel,342,256,68,F
